Molecular Formula,SMILES,XLogP,Molecular Weight,Hydrogen Bond Donors,Hydrogen Bond Acceptors,Element Count,Topological Polar Surface Area,Rotatable Bonds Count,Lipinski_Violations,Ghose_Violations,Veber_Violations,Lipinski_Pass,Ghose_Pass,Veber_Pass,Sweet_Spot_Pass,All_Rules_Pass
C20H28O3,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC=O)CC4)(C)CC3)CC2)(C)CC1,4.139,316.203845,0,3,51,43.37,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C25H37ClO3,ClC=1C(=O)CC[C@]2(C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4OC(=O)CCCCC)C)C,6.49,420.243123,0,3,66,43.37,10,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C22H31ClO3,ClC=1C(=O)CC[C@]2(C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4OC(=O)CC)C)C,4.783,378.196173,0,3,57,43.37,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C25H33FN4O,Fc1cc(NC2CCN(C(=O)Cc3ccc(CN4C[C@@H](NCC4)C)cc3)CC2)ccc1,3.158,424.26384,2,5,64,47.61,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C21H39NO3,O=C(O)CN(C(=O)CCCCCCC/C=C\CCCCCCCC)C,7.506,353.292994,1,4,64,57.61,20,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C7H5NO4,O=[N+]([O-])c1c(C(=O)O)cccc1,1.529,167.021858,1,2,17,80.44,4,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C8H7NO4,O=C(O)c1c(C(=O)O)cc(C)nc1,0.315,181.037508,2,5,20,87.49,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C24H36O3,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)CCCC)CC4)(C)CC3)CC2)(C)CC1,5.766,372.266445,0,3,63,43.37,8,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C11H20O2,O=C(O)C1CCC(CCCC)CC1,4.048,184.14633,1,2,33,37.3,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C10H14O2,O=C(O)[C@@]12C=C[C@@](C)(CC1)CC2,2.713,166.09938,1,2,26,37.3,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C23H34O3,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)CCC)CC4)(C)CC3)CC2)(C)CC1,5.197,358.250795,0,3,60,43.37,7,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C14H10,c12-c3c(cccc3)C(c1cccc2)=C,4.735,178.07825,0,0,24,0.0,0,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C8H18O3Si,[Si](OCC)(OCC)(OCC)C=C,2.311,190.102521,0,3,30,27.69,10,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C12H10,C12=CC=CC=C3C1C(C=C3)C=C2,3.382,154.07825,0,0,22,0.0,0,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C18H24O2,Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC2)cc1,4.232,272.17763,2,1,44,40.46,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C4H6O3,O=C1OCCOC1,-0.487,102.031694,0,3,13,35.53,0,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C21H30O2,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](C(=O)C)CC4)(C)CC3)CC2)(C)CC1,4.826,314.22458,0,2,53,34.14,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C26H38O2,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@]5(C(=O)C)CCCC[C@@H]5C4)(C)CC3)C[C@@H]2C)(C)CC1,6.837,382.28718,0,2,66,34.14,5,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C20H28O2,O=C1[C@@]2([C@H]([C@H]3[C@@H](C4=C(CC(OC)=CC4)CC3)CC2)CC1)CC,3.44,300.20893,0,2,50,26.3,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H28O3,O=C1C(O)=C2C(C3C(C4C(C(O)(C)CC4)(C)CC3)CC2)CC1,3.566,304.203845,2,3,50,57.53,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C20H29ClO2,ClC1=C2[C@](C=C[C@@H]1O)([C@@H]3[C@H]([C@H]4[C@]([C@](O)(C)CC4)(C)CC3)CC2)C,4.215,336.185608,2,2,52,40.46,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C20H31ClO2,ClC1=C2[C@@]([C@@H]3[C@H]([C@H]4[C@]([C@](O)(C)CC4)(C)CC3)CC2)(CCC1O)C,4.15,338.201258,2,2,54,40.46,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C26H40O4,O=C(OC1(C2(C(C3C(C4(C(CC(OC(=O)CC)CC4)=CC3)C)CC2)CC1)C)C)CC,6.045,416.29266,0,4,70,52.6,11,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C23H36O3,O=C(O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@](O)(C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1)CC,5.052,360.266445,1,3,62,46.53,8,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C38H60O6,O=C(O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(CC(OC(=O)CC(=O)CCCCCC)CC4)=CC3)C)CC2)CC1)C)C)CC(=O)CCCCCC,10.689,612.43899,0,6,104,86.74,23,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C24H36O4,O=C(O[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(C[C@@H](OC(=O)C)CC4)=CC3)C)CC2)CC1)C)C)C,5.539,388.26136,0,4,64,52.6,9,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C18H28O2,O=C1C[C@H]2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC2)CC1,3.892,276.20893,1,2,48,37.3,2,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C26H33ClN2O2,Clc1c(NC(=O)[C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@]5(C=CC(=O)N([C@@H]5CC4)C)C)CC3)CC2)C)cccc1,5.68,440.223056,1,4,64,49.41,6,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C27H33F3N2O2,FC(F)(F)c1c(NC(=O)[C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@]5(C=CC(=O)N(C5CC4)C)C)CC3)CC2)C)cccc1,5.983,474.249413,1,4,67,49.41,9,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C20H28O3,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)C)CC4)(C)CC3)CC2)CC1,3.963,316.203845,0,3,51,43.37,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C19H26O3,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC=O)CC4)(C)CC3)CC2)CC1,3.727,302.188195,0,3,48,43.37,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C26H40O3,O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(C[C@@H](OC(=O)CCCCCC)CC4)=CC3)C)CC2)CC1)C,6.304,400.297745,0,3,69,43.37,10,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C19H26O2,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@](C(=O)CC4)(C)CC3)[C@@H](C2)C)CC1,3.124,286.19328,0,2,47,34.14,2,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C2H3NO3,O=C(O)C(=O)N,-1.416,89.011293,2,4,9,80.39,2,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C31H48O3,O=C1C=C2[C@@H](C3[C@H]([C@H]4[C@]([C@@H](OC(=O)C5CCC(CCCC)CC5)CC4)(C)C[C@@H]3C)[C@@H](C2)C)CC1,9.107,468.360345,0,3,82,43.37,10,1,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C31H50O3,O=C1C=C2[C@@H](C3[C@H]([C@H]4[C@]([C@@H](OC(=O)CCCCCCCCCC)CC4)(C)C[C@@H]3C)[C@@H](C2)C)CC1,9.784,470.375995,0,3,84,43.37,15,1,2,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C33H54O4,O=C1C=C2[C@@H](C3[C@H]([C@H]4[C@]([C@@H](OC(=O)OCCCCCCCCCCCC)CC4)(C)C[C@@H]3C)[C@@H](C2)C)CC1,11.052,514.40221,0,4,91,52.6,18,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C32H52O4,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)OCCCCCCCCCCCC)CC4)(C)C[C@@H]3C)CC2)CC1,10.544,500.38656,0,4,88,52.6,17,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C19H28O2,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)C[C@@H]3C)CC2)CC1,3.731,288.20893,1,2,49,37.3,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C20H42,C(CCCC(C)C)(CCCCC(CCCC(C)C)C)C,11.476,282.328651,0,0,62,0.0,19,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C8H10O,OC(c1ccccc1)C,1.737,122.073165,1,1,19,20.23,3,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C19H26O3,O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@@]4(C(=O)CC[C@H]4[C@@H]3CC2)C)(C)CC1,1.154,302.188195,1,3,48,54.37,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H28O3,O=C1[C@@H]2[C@@]3([C@H](CC(=O)CC3)CC[C@H]2[C@@H]4CC[C@@H]([C@]4(C1)C)O)C,2.211,304.203845,1,3,50,54.37,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H26O3,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@](C(=O)[C@@H](C4)O)(C)CC3)CC2)(C)CC1,2.693,302.188195,1,3,48,54.37,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H30O3,O=C1[C@@]2([C@H]([C@@H]3[C@@H](O)C[C@H]4C[C@@H](O)CC[C@@]4([C@H]3CC2)C)CC1)C,2.426,306.219495,2,3,52,57.53,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C25H34O3,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@](OC(=O)CCC)(C#C)CC4)(CC)CC3)CC2)CC1,5.375,382.250795,0,3,62,43.37,7,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C28H40O5,O=C(O[C@@H]1C=C2C(=C[C@H]3[C@H]4[C@]([C@@](OC(=O)C)(C(=O)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1)C)CCC,5.884,456.287574,0,5,73,69.67,13,1,2,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C7H14N4S2,S=C(NNC(=S)NC)NC(C=C)C,1.771,218.065988,4,4,27,112.3,9,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C24H30O4,O=C1OC(CCCC)[C@]23C1=C[C@H]([C@@H]4CCC/5=C([C@H]24)C(=O)O\C5=C/CCC)CC3,5.173,382.214409,0,4,58,52.6,7,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C18H28O2,O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H](O)CC4)(C)CC[C@@H]3[C@H]2CC1,3.23,276.20893,2,2,48,40.46,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C18H24O2,O=C1CC2=CC[C@H]3[C@H]4[C@](C(=O)CC4)(C)CC[C@@H]3[C@H]2CC1,2.403,272.17763,0,2,44,34.14,1,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H28O2,O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@]4(C=C[C@H](O)C[C@@H]4CC3)C)CC2)CC1)C,3.852,288.20893,1,2,49,37.3,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C25H34O6,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@@]/5(OC(OC)(C)O\C5=C\C(=O)OC)CC4)(C)CC3)CC2)CC1,4.038,430.235539,0,6,65,71.06,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C26H32O3,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)c5ccccc5)CC4)(C)CC3)CC2)(C)CC1,6.092,392.235145,0,3,61,43.37,5,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C35H58O3,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)CCCCCCCCCCCCCCC)CC4)(C)CC3)CC2)(C)CC1,12.025,526.438596,0,3,96,43.37,19,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C37H62O3,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)CCCCCCCCCCCCCCCCC)CC4)(C)CC3)CC2)(C)CC1,13.163,554.469896,0,3,102,43.37,21,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C29H38O3,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)CCCc5ccccc5)CC4)(C)CC3)CC2)(C)CC1,6.642,434.282095,0,3,70,43.37,8,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C24H36O3,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)CC(C)C)CC4)(C)CC3)CC2)(C)CC1,5.705,372.266445,0,3,63,43.37,8,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C27H34FN5O2,FC=1C(=O)N([C@@H]2CC[C@@H]3[C@@H]([C@]2(C1)C)CC[C@]4([C@H]3CC[C@@H]4C(=O)NCc5nc6ncccc6[nH]5)C)C,4.099,479.269654,2,6,69,90.98,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C25H33ClN2O4,Cl[C@H]1/C(=N/Oc2ccc([N+](=O)[O-])cc2)/C[C@@H]3CC[C@@H]4[C@@H]([C@]3(C1)C)CC[C@]5([C@H]4CC[C@@H]5O)C,6.86,460.212885,1,1,65,84.96,8,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C27H35ClN2O5,Cl[C@H]1/C(=N\Oc2ccc([N+](=O)[O-])cc2)/C[C@@H]3CC[C@@H]4[C@@H]([C@]3(C1)C)CC[C@]5([C@H]4CC[C@@H]5OC(=O)C)C,7.6,502.22345,0,2,70,91.03,10,2,2,0,❌ Fail,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C19H32O2,O[C@H]1C[C@@H]2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC2)(C)CC1,4.907,292.24023,2,2,53,40.46,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C19H32O2,O[C@@H]1C[C@@H]2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC2)(C)CC1,4.907,292.24023,2,2,53,40.46,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C19H28O3,O=C1[C@@]2([C@H]([C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@@]4([C@H]3CC2)C)CC1)C,1.427,304.203845,2,3,50,57.53,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H28O3,O=C1[C@@]2([C@H]([C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@@]4([C@H]3CC2)C)CC1)C,1.427,304.203845,2,3,50,57.53,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H30O3,O=C1[C@@]2([C@H]([C@@H]3[C@H](O)C[C@H]4C[C@@H](O)CC[C@@]4([C@H]3CC2)C)CC1)C,2.426,306.219495,2,3,52,57.53,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C24H32O8,O=C(O)[C@H]1O[C@@H](O[C@@H]2[C@@]3([C@H]([C@H]4[C@@H](c5c(cc(O)cc5)CC4)CC3)CC2)C)[C@H](O)[C@H]([C@@H]1O)O,3.281,448.209718,5,7,64,136.68,9,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C24H30O8,O=C1[C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@@H]([C@H]5O)O)cc4)CC3)CC2)CC1)C,2.476,446.194068,4,7,62,133.52,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C18H24O6S,S(=O)(=O)(Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)[C@@H](C4)O)(C)CC3)CC2)cc1)O,1.785,368.129359,3,5,49,112.44,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C24H32O12S,S(=O)(=O)(Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)[C@@H](C4)OC5O[C@H](C(=O)O)[C@@H](O)[C@@H]([C@H]5O)O)(C)CC3)CC2)cc1)O,0.405,544.161447,6,11,69,208.66,12,3,1,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C24H31F3O4,FC(F)(F)[C@@H]1C2=CC(=O)CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3C1)CC[C@]4(OC(=O)C)C(=O)C)C)C,4.648,440.217444,0,4,62,60.44,11,0,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C18H22O3,O=C1[C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O)c(c4)O)CC3)CC2)CC1)C,3.38,286.156895,2,1,43,57.53,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C25H38O8,O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@@H]([C@H]5O)O)CC4)CC3)C)CC2)CC1)C,3.349,466.256668,4,8,71,133.52,9,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C25H38O8,O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](C[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@@H]([C@H]5O)O)CC4)CC3)C)CC2)CC1)C,3.349,466.256668,4,8,71,133.52,9,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C25H36O8,O=C1C=C2C([C@@H]3[C@H]([C@H]4[C@]([C@@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@@H]([C@H]5O)O)CC4)(C)CC3)CC2)(C)CC1,2.684,464.241018,4,8,69,133.52,9,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H28O5S,S(=O)(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)O,2.338,368.165745,1,5,53,89.05,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C2H4F2,FCCF,1.466,66.028107,0,0,8,0.0,3,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C5H8,C12CC(C1)C2,2.383,68.0626,0,0,13,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C10H10Cl3NO2,Clc1c(Cl)cc(NC(=O)C(O)(C)C)cc1Cl,2.741,280.977712,2,3,26,49.33,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C24H29ClO5,ClC=1C2=CC(=O)[C@H]3[C@@H]([C@@]2([C@H]4CC[C@]5([C@H]([C@@H]4C1)C(O)C[C@]5(OC(=O)C)C(=O)C)C)C)C3,2.252,432.170352,1,5,59,80.67,9,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C11H10F3N3O4,FC(F)(F)c1c([N+](=O)[O-])ccc(c1)N2C(=O)N(OCC2)C,1.716,305.06234,0,2,31,75.92,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C43H66N12O12S2,S1SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC([C@@H](NC([C@@H](NC([C@H](C1)N)=O)Cc2ccc(O)cc2)=O)[C@H](CC)C)=O)CCC(=O)N)CC(=O)N)C(=O)N3[C@H](C(=O)N[C@H](C(=O)NCC(=O)N)CC(C)C)CCC3,-0.525,1006.436458,12,23,135,450.13,23,3,3,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C14H12,c1(C(c2ccccc2)=C)ccccc1,4.817,180.0939,0,0,26,0.0,2,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C4H2,C1=2C(=C1)C2,1.142,50.01565,0,0,6,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C9H13NO3,Oc1c(O)ccc(c1)[C@@H](O)CNC,0.277,183.089543,4,2,26,72.72,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C26H40N2O3,O=C(O/N=C\1/C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](C(=O)C)CC4)(C)CC3)CC2)(C)CC1)[C@@H](N)C(C)C,5.611,428.303893,1,3,71,81.75,11,1,2,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C22H34O2,O=C([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(C[C@@H](OC)CC4)=CC3)C)CC2)CC1)C)C,5.352,330.25588,0,2,58,26.3,6,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C5H5NOS,S=c1n(O)cccc1,0.686,127.009185,1,0,13,57.25,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C5H5NOS,Sc1[n+]([O-])cccc1,1.802,127.009185,0,0,13,65.74,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C5H4NNaOS,[S-]c1[n+]([O-])cccc1.[Na+],1.235,148.991129,0,0,13,26.94,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C5H4NNaOS,S=c1n([O-])cccc1.[Na+],0.686,148.991129,0,0,13,60.08,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C21H30O4,O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@@]4([C@@](O)(C(=O)C)CC[C@H]4[C@@H]3CC2)C)(C)CC1,1.161,346.214409,2,4,55,74.6,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C22H28F2O5,F[C@@]12[C@@]3(C(=CC(=O)C=C3)[C@@H](F)C[C@H]1[C@@H]4C[C@H](C)[C@]([C@]4(C[C@@H]2O)C)(O)C(=O)CO)C,1.067,410.19048,3,5,57,94.83,10,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C21H30O3,O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@@]4([C@@H](C(=O)C)CC[C@H]4[C@@H]3CC2)C)(C)CC1,2.741,330.219495,1,3,54,54.37,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C21H28O4,O=C1C=C2[C@]([C@H]3C(=O)C[C@@]4([C@@H](C(=O)CO)CC[C@H]4[C@@H]3CC2)C)(C)CC1,1.291,344.198759,1,4,53,71.44,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C23H34O4,O=C([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(C[C@@H](O)CC4)=CC3)C)CC2)CC1)C)COC(=O)C,4.536,374.24571,1,4,61,63.6,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C21H32O3,O=C([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(C[C@@H](O)CC4)=CC3)C)CC2)CC1)C)CO,3.796,332.235145,2,3,56,57.53,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C25H36O5,O=C(O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H](C(=O)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1)CCC(=O)O,4.943,416.256274,1,5,66,80.67,10,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C23H34O3,O=C(O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H](C(=O)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1)C,5.573,358.250795,0,3,60,43.37,7,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C20H34,[C@]12([C@H]([C@H]3[C@@H]([C@@H]4C(CCCC4)CC3)CC1)CC[C@@H]2CC)C,9.97,274.266051,0,0,54,0.0,3,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C22H31NO2,Oc1c(cc(CO)cc1)[C@@H](c2ccccc2)CCN(C(C)C)C(C)C,4.328,341.235479,2,2,56,43.7,14,0,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C22H20N2O2,O=C(c1cc(ccc1)C(C(=O)Nc2nccc(c2)C)C)c3ccccc3,4.486,344.152478,1,4,46,59.06,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
