Molecular Formula,SMILES,XLogP,Molecular Weight,Hydrogen Bond Donors,Hydrogen Bond Acceptors,Element Count,Topological Polar Surface Area,Rotatable Bonds Count,Lipinski_Violations,Ghose_Violations,Veber_Violations,Lipinski_Pass,Ghose_Pass,Veber_Pass,Sweet_Spot_Pass,All_Rules_Pass
C22H31BrO2,Br[C@@]1(C(=O)C)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)[C@H](C3)C)C)CC2)CC1)C,5.009,406.150742,0,2,56,34.14,6,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C20H24F2O2,FC1(F)C2=CC(=O)CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3C1)CC[C@]4(O)C#C)C,2.725,334.174436,1,2,48,37.3,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C22H26F2O3,FC1(F)C2=CC(=O)CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3C1)CC[C@]4(OC(=O)C)C#C)C,3.465,376.185001,0,3,53,43.37,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C21H28O3,O=C1C=C2[C@]([C@H]3C(=O)C[C@@]4([C@@H](C(=O)C)CC[C@H]4[C@@H]3CC2)C)(C)CC1,2.328,328.203845,0,3,52,51.21,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C21H27BrO3,BrC12C(=O)C[C@@]3([C@@H](C(=O)C)CC[C@H]3[C@@H]1CCC=4[C@@]2(CCC(C4)=O)C)C,2.218,406.114357,0,3,52,51.21,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C22H33NO2,Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](NCCCCO)CC4)(C)CC3)CC2)cc1,4.562,343.251129,3,2,58,52.49,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C21H31NO2,Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](NCCCO)CC4)(C)CC3)CC2)cc1,4.633,329.235479,3,2,55,52.49,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C21H32N2O,Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](NCCCN)CC4)(C)CC3)CC2)cc1,4.137,328.251464,3,2,56,58.28,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C23H35NO2,Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](NCCCCCO)CC4)(C)CC3)CC2)cc1,4.92,357.266779,3,2,61,52.49,9,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C24H37NO2,Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](NCCCCCCO)CC4)(C)CC3)CC2)cc1,5.278,371.282429,3,2,64,52.49,10,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C18H25NO,Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](N)CC4)(C)CC3)CC2)cc1,4.165,271.193614,2,1,45,46.25,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C28H42O3,O=C(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)C)CCCCCCCCC,9.208,426.313395,1,2,73,46.53,13,1,2,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C28H40O3,O=C(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)C)CC5CCCCCCC5,8.807,424.297745,1,2,71,46.53,6,1,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C18H26O5,O=C1O[C@H](CCC[C@@H](O)CCCCCc2c1c(O)cc(O)c2)C,3.919,322.178024,3,3,49,86.99,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C18H24O3,Oc1c(O)ccc2c1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,3.776,288.172545,3,1,45,60.69,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C18H22O3,O=C1[C@@]2([C@H]([C@H]3[C@@H](c4c(c(O)c(O)cc4)CC3)CC2)CC1)C,3.169,286.156895,2,1,43,57.53,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C21H28O4,O=C1C=C2[C@]([C@H]3C(=O)C[C@@]4([C@@](O)(C(=O)C)CC[C@H]4[C@@H]3CC2)C)(C)CC1,0.748,344.198759,1,4,53,71.44,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C17H10FNO2,Fc1c(O)ccc(c1)-c2cc(C#N)c3cc(O)ccc3c2,4.3,279.069557,2,1,31,64.25,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C19H10N2O3,O1c2c3c(C#N)cc(O)cc3c(C#N)cc2-c4ccc(cc4C1)O,3.465,314.069142,2,2,34,97.27,2,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C20H18O4,O1c2c(c(O)ccc2C3=Cc4c(cc(O)cc4)OC3)C=CC1(C)C,3.821,322.120509,2,0,42,58.92,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C26H28O13,O=c1c(-c2ccc(O)cc2)coc3c1ccc(c3[C@@H]4O[C@@H]([C@@H](O)[C@@H]([C@H]4O)O)CO[C@@H]5OC[C@]([C@H]5O)(O)CO)O,0.6,548.152991,8,9,67,219.74,14,2,1,2,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C17H16O2,Oc1ccc(/C=C/C(c2ccc(O)cc2)C=C)cc1,5.194,252.11503,2,0,35,40.46,6,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C20H15Cl,ClC(c1ccccc1)=C(c2ccccc2)c3ccccc3,6.669,290.086228,0,0,36,0.0,4,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C17H20O3,O=C(O)C(C(c1cc2c(cc(O)cc2)cc1)CC)(C)C,4.045,272.141245,2,2,40,57.53,9,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C20H15Br,BrC(c1ccccc1)=C(c2ccccc2)c3ccccc3,6.845,334.035713,0,0,36,0.0,4,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C20H15I,IC(c1ccccc1)=C(c2ccccc2)c3ccccc3,7.115,382.021848,0,0,36,0.0,4,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C21H18,c1(C(c2ccccc2)=C(c3ccccc3)C)ccccc1,6.906,270.140851,0,0,39,0.0,4,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C26H26N6O2S,s1c2c(Oc3cc(NC(=O)C=C)ccc3)nc(Nc4ccc(N5CCN(C)CC5)cc4)nc2cc1,4.26,486.183795,2,7,61,110.86,8,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C18H18O3,O1c2c(cc(O)cc2)[C@@H]3CCC[C@@H]3[C@@H]1c4ccc(O)cc4,4.172,282.125594,2,0,39,49.69,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C23H32O2S,S([C@H]1[C@H](C(=O)C)[C@]2(CC[C@@H]3[C@H]([C@@H]2C1)C=CC4=CC(=O)CC[C@@]34C)C)CC,5.196,372.212301,0,2,58,59.44,7,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
Br2Se,Br[Se]Br,1.837,237.753196,0,0,3,0.0,2,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
Br3Pr,[Pr](Br)(Br)Br,2.961,377.662664,0,0,4,0.0,3,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
Br3Nd,[Nd](Br)(Br)Br,2.961,378.662735,0,0,4,0.0,3,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
Br2Sm,[Sm](Br)Br,1.837,309.756407,0,0,3,0.0,2,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
Br3H12O6Sm,[Sm+3].[Br-].[Br-].[Br-].O.O.O.O.O.O,-0.252,496.738132,6,6,22,0.0,0,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
Br2Eu,[Eu](Br)Br,1.837,310.757904,0,0,3,0.0,2,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
Br3Eu,[Eu+2].[Br-].[Br-].[Br-],2.55,389.676242,0,0,4,0.0,0,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
Br3Gd,[Gd+3].[Br-].[Br-].[Br-],2.55,394.679115,0,0,4,0.0,0,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
BBr2H2Ho,[Ho](Br)(Br)B,1.837,335.791952,0,0,6,0.0,3,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C21H32O2,O[C@]1(C#C)[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H](O)CC4)CC3)C)CC2)CC1)C,4.928,316.24023,2,2,55,40.46,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
Br3Tm,[Tm+3].[Br-].[Br-].[Br-],2.55,405.689225,0,0,4,0.0,0,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
Br3Lu,[Lu+3].[Br-].[Br-].[Br-],2.55,411.695783,0,0,4,0.0,0,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C230H320N63O125P19S19,SP(=O)(O[C@H]1[C@@H](OCCOC)[C@H](n2c(=O)nc(N)c(c2)C)O[C@@H]1COP(S)(=O)O[C@H]3[C@@H](OCCOC)[C@H](n4c5nc([nH]c(c5nc4)=O)N)O[C@@H]3COP(S)(=O)O[C@H]6[C@@H](OCCOC)[C@H](n7c8ncnc(c8nc7)N)O[C@@H]6CO)OC[C@H]9O[C@@H](n%10c(=O)[nH]c(=O)c(c%10)C)[C@@H]([C@@H]9OP(S)(=O)OC[C@H]%11O[C@@H](n%12c(=O)[nH]c(=O)c(c%12)C)[C@@H]([C@@H]%11OP(S)(=O)OC[C@H]%13O[C@@H](n%14c(=O)nc(N)c(c%14)C)C[C@@H]%13OP(S)(=O)OC[C@H]%15O[C@@H](n%16c(=O)[nH]c(=O)c(c%16)C)C[C@@H]%15OP(S)(=O)OC[C@H]%17O[C@@H](n%18c(=O)[nH]c(=O)c(c%18)C)C[C@@H]%17OP(S)(=O)OC[C@H]%19O[C@@H](n%20c%21nc([nH]c(c%21nc%20)=O)N)C[C@@H]%19OP(S)(=O)OC[C@H]%22O[C@@H](n%23c(=O)[nH]c(=O)c(c%23)C)C[C@@H]%22OP(S)(=O)OC[C@H]%24O[C@@H](n%25c(=O)nc(N)c(c%25)C)C[C@@H]%24OP(S)(=O)OC[C@H]%26O[C@@H](n%27c(=O)nc(N)c(c%27)C)C[C@@H]%26OP(S)(=O)OC[C@H]%28O[C@@H](n%29c%30ncnc(c%30nc%29)N)C[C@@H]%28OP(S)(=O)OC[C@H]%31O[C@@H](n%32c%33nc([nH]c(c%33nc%32)=O)N)C[C@@H]%31OP(S)(=O)OC[C@H]%34O[C@@H](n%35c(=O)nc(N)c(c%35)C)C[C@@H]%34OP(S)(=O)OC[C@H]%36O[C@@H](n%37c(=O)[nH]c(=O)c(c%37)C)[C@@H]([C@@H]%36OP(S)(=O)OC[C@H]%38O[C@@H](n%39c(=O)[nH]c(=O)c(c%39)C)[C@@H]([C@@H]%38OP(S)(=O)OC[C@H]%40O[C@@H](n%41c(=O)[nH]c(=O)c(c%41)C)[C@@H]([C@@H]%40OP(S)(=O)OC[C@H]%42O[C@@H](n%43c%44ncnc(c%44nc%43)N)[C@@H]([C@@H]%42OP(S)(=O)OC[C@H]%45O[C@@H](n%46c(=O)[nH]c(=O)c(c%46)C)[C@@H]([C@@H]%45O)OCCOC)OCCOC)OCCOC)OCCOC)OCCOC)OCCOC)OCCOC,-13.659,7160.03282,25,130,776,3284.24,212,3,3,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C3H5Cl3Si,Cl[Si](Cl)(Cl)CC=C,2.825,173.92261,0,0,12,0.0,5,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C36H61N5O7S,S(=O)(=O)(C(C)(C)C)CC1(NC(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)C(=O)NC3CC3)CCCC)[C@H]4C(C)(C)[C@H]4C2)C(C)(C)C)CCCCC1,5.967,707.42917,4,12,110,179.23,24,3,3,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C21H44N2,N(CCCN)CCCCCCCC/C=C\CCCCCCCC,8.206,324.350449,2,2,67,38.05,21,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C22H29ClO6,Clc1cc(OC[C@H](O)/C=C/[C@H]2[C@H](O)C[C@@H]([C@@H]2C/C=C\CCCC(=O)O)O)ccc1,3.064,424.165266,4,5,58,107.22,16,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C24H20NP,P(=Nc1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4,7.477,353.133336,0,1,46,22.17,4,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C153H225N43O49S,S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1[nH]cnc1)CO)CCC(=O)N)[C@H](O)C)Cc2ccccc2)[C@H](O)C)CO)CC(=O)O)Cc3ccc(O)cc3)CO)CCCCN)Cc4ccc(O)cc4)CC(C)C)CC(=O)O)CO)CCCNC(=N)N)CCCNC(=N)N)C)CCC(=O)N)CC(=O)O)Cc5ccccc5)C(C)C)CCC(=O)N)Cc6c7c(cccc7)[nH]c6)CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)CC(=O)N)C,-16.282,3480.615702,55,88,471,1564.04,143,3,3,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C18H24O4,Oc1c(O)cc2CC[C@@H]3[C@@H](c2c1)CC[C@]4([C@H]3C[C@@H](O)[C@@H]4O)C,3.386,304.167459,4,2,46,80.92,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C18H24O4,Oc1c(O)ccc2c1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C[C@@H](O)[C@@H]4O)C,3.175,304.167459,4,2,46,80.92,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C8H6S2,s1c(-c2sccc2)ccc1,2.086,165.991092,0,0,16,56.48,1,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C34H55NO3,O=C(N(CCCC)C)CCCCCCCCCC[C@H]1[C@@H]2[C@@H](c3ccc(cc3C1)O)CC[C@]4([C@H]2CC[C@@H]4O)C,9.838,525.418195,2,3,93,60.77,19,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C29H35Cl2NO6,ClCCN(C(=O)Oc1cc2c([C@H]3[C@H](OC(=O)C)C[C@@]4([C@](OC(=O)C)(C#C)CC[C@H]4C3CC2)C)cc1)CCCl,5.573,563.184143,0,6,73,82.14,15,2,2,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C31H43Cl2NO3,ClCCN(c1ccc(CC(=O)O[C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@@]5([C@H](CC(=O)CC5)CC4)C)CC3)CC2)C)cc1)CCCl,8.506,547.262,0,4,80,46.61,13,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C18H20N2,N12Cc3c([nH]c4c3cccc4)C(=C)[C@H](\C(\C1)=C/C)CC2,3.073,264.162649,1,1,40,19.03,1,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C25H38O4,O=C(O[C@@H]1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)CC)CC4)(C)CC3)CC2)(C)CC1)CC,5.894,402.27701,0,4,67,52.6,10,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C23H34O4,O=C(O[C@@H]1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](OC(=O)C)CC4)(C)CC3)CC2)(C)CC1)C,5.388,374.24571,0,4,61,52.6,8,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C25H38O4,O=C(OC1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=C[C@@H](OC(=O)C)CC4)CC3)C)CC2)CC1)C)CCC,6.21,402.27701,0,4,67,52.6,10,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C24H36O4,O=C(OC1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=C[C@@H](OC(=O)C)CC4)CC3)C)CC2)CC1)C)CC,5.641,388.26136,0,4,64,52.6,9,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
F6OS,S(F)(F)(F)(F)(F)OF,2.334,161.957405,0,1,8,9.23,7,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C26H29NO2,O(c1ccc(/C(/c2cc(O)ccc2)=C(/c3ccccc3)\CC)cc1)CCN(C)C,6.732,387.219829,1,1,58,32.7,12,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C26H27ClO3,ClCC/C(/c1ccccc1)=C(\c2ccc(OCCOCCO)cc2)/c3ccccc3,6.095,422.164872,1,2,57,38.69,13,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C29H35NO2,O(c1ccc(/C(/c2ccc(O)cc2)=C(/c3ccc(C(C)C)cc3)\CC)cc1)CCN(C)C,8.137,429.266779,1,1,67,32.7,15,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C29H36NO5P,P(=O)(Oc1ccc(/C(/c2ccc(OCCN(C)C)cc2)=C(\c3ccc(C(C)C)cc3)/CC)cc1)(O)O,6.71,509.23311,2,4,72,89.04,18,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C26H28ClNO2,Cl/C(/c1ccccc1)=C(\c2ccc(OCC[N+]([O-])(CC)CC)cc2)/c3ccccc3,6.602,421.180857,0,0,58,32.29,13,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C20H18O,OC(c1ccccc1)(c2ccccc2)Cc3ccccc3,4.745,274.135765,1,1,39,20.23,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C24H25NO2,O(c1ccc(/C(/c2ccc(O)cc2)=C(/c3ccccc3)\CC)cc1)CCN,6.103,359.188529,2,1,52,55.48,10,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C25H38O4,O=C(O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H](OC(=O)CC)CC4)(C)CC[C@@H]3[C@@]2(C)CC1)CC,5.628,402.27701,0,4,67,52.6,10,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C26H42O2,O(C1=CC2=CC[C@H]3[C@H]4[C@]([C@](O)(C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1)CCCCCC,7.37,386.318481,1,2,70,29.46,11,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C40H52N2O4,O=C(N/N=C/1\C=C2[C@]([C@@H]3[C@H]([C@H]4[C@](C(OC(=O)CCCCCC)CC4)(C)CC3)CC2)(C)CC1)C(O)(c5ccccc5)c6ccccc6,9.968,624.392708,2,6,98,87.99,15,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C22H30O4S,S([C@H]1[C@@H]2[C@@H]([C@]3(CCC(C=C3C1)=O)C)CC[C@]4([C@H]2CCC4=O)C)CCC(=O)O,2.211,390.18648,1,4,57,96.74,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C4HF9O6S3,S(=O)(=O)(C(F)(F)F)C(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,1.819,411.879155,0,6,23,127.56,15,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C24H28O4,O=C1O[C@@]2([C@@H]3C=4C(=O)O\C(\C4CC[C@@H]3[C@@H]2CCC)=C/CCC)C5=C1C=CCC5,4.443,380.198759,0,4,56,52.6,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C22H32O3,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@@H](C(=O)CO)[C@@H](C4)CC)(C)CC3)CC2)CC1,4.454,344.235145,1,3,57,54.37,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C21H32O3,O=C(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(C[C@@H](O)CC4)=CC3)C)CC2)CC1)C)C,4.382,332.235145,1,3,56,46.53,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C21H32O3,O=C(O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H](O)CC4)(C)CC[C@@H]3[C@@]2(C)CC1)C,4.382,332.235145,1,3,56,46.53,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C23H34O4,O=C(O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H](OC(=O)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1)C,5.122,374.24571,0,4,61,52.6,8,1,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C18H24O,Oc1ccc(C(=C)CC(C=C)(CC=C(C)C)C)cc1,6.455,256.182715,1,0,43,20.23,10,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C24H34O5,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@](OC(=O)CC)(C(=O)CO)CC4)(C)CC3)CC2)(C)CC1,2.991,402.240624,1,5,63,80.67,9,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C25H34O5,O=C1C=C2[C@](C3=CC[C@@]4([C@@](OC(=O)CCC)(C(=O)CO)CC[C@H]4[C@@H]3CC2)C)(C)CC1,3.108,414.240624,1,5,64,80.67,10,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C16H16O2,O(c1ccc(/C=C/c2ccc(OC)cc2)cc1)C,4.486,240.11503,0,0,34,18.46,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C26H28Cl2N4O4,Clc1c(ccc(c1)Cl)[C@]2(O[C@H](COc3ccc(N4CCN(C(=O)C)CC4)cc3)CO2)Cn5cncc5,4.082,530.148761,0,6,64,69.06,10,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C19H16F6N2O4,FC(F)(F)c1c([N+](=O)[O-])ccc(c1)NC(=O)C(O)(C(F)(F)F)CC(c2ccccc2)C,5.001,450.101426,2,3,47,92.47,17,1,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C21H28O3,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@@]5(OC(=O)CC5)CC4)(C)CC3)CC2)CC1,3.935,328.203845,0,3,52,43.37,1,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C21H30O3,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](C(=O)C)[C@@H](C4)O)(C)CC3)CC2)(C)CC1,3.803,330.219495,1,3,54,54.37,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C21H28O2,O=C1C=C2[C@]([C@H]3C=C[C@@]4([C@@H](C(=O)C)CC[C@H]4[C@@H]3CC2)C)(C)CC1,4.108,312.20893,0,2,51,34.14,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C25H36O2,O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@]5(C(=O)C)CCCC[C@@H]5C4)(C)CC3)CC2)(C)CC1,6.333,368.27153,0,2,63,34.14,4,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C18H24O5,O=C1O[C@H](CCC[C@@H](O)CCCC=Cc2c1c(O)cc(O)c2)C,3.805,320.162374,3,3,47,86.99,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C18H24O5,O=C1O[C@H](CCC[C@H](O)CCCC=Cc2c1c(O)cc(O)c2)C,3.805,320.162374,3,3,47,86.99,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C24H28O2,O(c1cc2c(cc(C(C(CO)(C)C)CC)cc2)cc1)Cc3ccccc3,6.383,348.20893,1,1,54,29.46,11,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C18H18O3,O1c2c(cc(O)cc2)[C@H]3CCC[C@H]3[C@H]1c4ccc(O)cc4,4.172,282.125594,2,0,39,49.69,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C19H24O3,O=C1[C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O)c(c4)OC)CC3)CC2)CC1)C,3.272,300.172545,1,1,46,46.53,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H26O3,O(c1c(O)ccc2c1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)C,3.668,302.188195,2,1,48,49.69,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C19H24O3,O=C1[C@@]2([C@H]([C@H]3[C@@H](c4c(c(OC)c(O)cc4)CC3)CC2)CC1)C,3.061,300.172545,1,1,46,46.53,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C22H24O2,Oc1cc2c(C3=C(c4c(cc(O)cc4)C[C@H]3CC)C(C2)CC)cc1,6.548,320.17763,2,0,48,40.46,6,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
